DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,superkingdom unchar
COLOR,#2E2D97
COLOR_BRANCHES,1
STRIP_WIDTH,50
DATA
mgnify_new_138756,#BF8F6B
mgnify_new_065068,#BF8F6B
mgnify_new_131747,#BF8F6B
mgnify_new_150396,#BF8F6B
mgnify_new_062959,#BF8F6B
mgnify_new_169535,#BF8F6B
mgnify_new_088690,#BF8F6B
mgnify_new_061545,#BF8F6B
mgnify_new_204620,#BF8F6B
mgnify_new_209771,#BF8F6B
mgnify_new_079179,#BF8F6B
mgnify_new_136807,#BF8F6B
mgnify_new_118863,#BF8F6B
mgnify_new_181935,#BF8F6B
mgnify_new_105435,#BF8F6B
mgnify_new_083940,#BF8F6B
mgnify_new_164574,#BF8F6B
mgnify_new_053250,#BF8F6B
mgnify_new_077275,#BF8F6B
mgnify_new_124719,#BF8F6B
mgnify_new_118914,#BF8F6B
mgnify_new_112225,#BF8F6B
mgnify_new_148539,#BF8F6B
mgnify_new_189771,#BF8F6B
mgnify_new_151521,#BF8F6B
mgnify_new_175602,#BF8F6B
mgnify_new_146604,#BF8F6B
mgnify_new_206037,#BF8F6B
mgnify_new_120776,#BF8F6B
mgnify_new_177416,#BF8F6B
mgnify_new_138840,#BF8F6B
mgnify_new_078623,#BF8F6B
mgnify_new_121672,#BF8F6B
mgnify_new_210352,#BF8F6B
mgnify_new_209619,#BF8F6B
mgnify_new_180236,#BF8F6B
mgnify_new_065981,#BF8F6B
mgnify_new_177642,#BF8F6B
mgnify_new_067093,#BF8F6B
mgnify_new_129010,#BF8F6B
mgnify_new_104764,#BF8F6B
mgnify_new_182459,#BF8F6B
mgnify_new_209362,#BF8F6B
mgnify_new_054638,#BF8F6B
mgnify_new_056352,#BF8F6B
mgnify_new_189910,#BF8F6B
mgnify_new_090109,#BF8F6B
mgnify_new_070822,#BF8F6B
mgnify_new_170431,#BF8F6B
mgnify_new_119621,#BF8F6B
mgnify_new_139557,#BF8F6B
mgnify_new_081891,#BF8F6B
mgnify_new_095998,#BF8F6B
mgnify_new_094991,#BF8F6B
mgnify_new_193229,#BF8F6B
mgnify_new_060334,#BF8F6B
mgnify_new_182391,#BF8F6B
mgnify_new_154401,#BF8F6B
mgnify_new_129539,#BF8F6B
mgnify_new_124832,#BF8F6B
mgnify_new_121671,#BF8F6B
mgnify_new_065714,#BF8F6B
mgnify_new_091004,#BF8F6B
mgnify_new_136694,#BF8F6B
mgnify_new_082712,#BF8F6B
mgnify_new_207067,#BF8F6B
mgnify_new_080610,#BF8F6B
mgnify_new_092034,#BF8F6B
mgnify_new_083046,#BF8F6B
mgnify_new_133478,#BF8F6B
mgnify_new_067904,#BF8F6B
mgnify_new_113302,#BF8F6B
mgnify_new_112695,#BF8F6B
mgnify_new_150187,#BF8F6B
mgnify_new_172713,#BF8F6B
mgnify_new_093292,#BF8F6B
mgnify_new_083131,#BF8F6B
mgnify_new_102430,#BF8F6B
mgnify_new_102206,#BF8F6B
mgnify_new_176499,#BF8F6B
mgnify_new_155676,#BF8F6B
mgnify_new_207355,#BF8F6B
mgnify_new_129112,#BF8F6B
mgnify_new_181066,#BF8F6B
mgnify_new_144705,#BF8F6B
mgnify_new_136094,#BF8F6B
mgnify_new_129518,#BF8F6B
mgnify_new_115073,#BF8F6B
mgnify_new_193688,#BF8F6B
mgnify_new_120917,#BF8F6B
mgnify_new_114722,#BF8F6B
mgnify_new_098248,#BF8F6B
mgnify_new_197253,#BF8F6B
mgnify_new_118323,#BF8F6B
mgnify_new_101262,#BF8F6B
mgnify_new_098157,#BF8F6B
onekp_008930,#BEDF7C
onekp_011364,#BEDF7C
onekp_007485,#BEDF7C
onekp_007945,#BEDF7C
onekp_012001,#BEDF7C
onekp_006357,#BEDF7C
onekp_003665,#BEDF7C
onekp_006233,#BEDF7C
onekp_002661,#BEDF7C
onekp_001209,#BEDF7C
onekp_003652,#BEDF7C
onekp_008044,#BEDF7C
onekp_001504,#BEDF7C
onekp_004799,#BEDF7C
onekp_004665,#BEDF7C
onekp_004410,#BEDF7C
onekp_004547,#BEDF7C
onekp_006237,#BEDF7C
onekp_000690,#BEDF7C
onekp_001083,#BEDF7C
onekp_001492,#BEDF7C
onekp_000747,#BEDF7C
onekp_007002,#FF9536
onekp_006087,#BEDF7C
onekp_005211,#BEDF7C
onekp_001994,#BEDF7C
onekp_012177,#BEDF7C
onekp_004040,#BEDF7C
onekp_007119,#BEDF7C
onekp_010950,#BEDF7C
onekp_010883,#BEDF7C
onekp_007961,#BEDF7C
onekp_004997,#BEDF7C
onekp_008164,#BEDF7C
onekp_011100,#BEDF7C
onekp_008638,#BEDF7C
onekp_009599,#BEDF7C
onekp_004804,#BEDF7C
onekp_009362,#BEDF7C
onekp_009790,#BEDF7C
onekp_007868,#BEDF7C
onekp_008145,#BEDF7C
onekp_003920,#BEDF7C
onekp_011379,#BEDF7C
onekp_006791,#BEDF7C
onekp_008171,#BEDF7C
onekp_008592,#BEDF7C
onekp_009718,#BEDF7C
onekp_006231,#BEDF7C
onekp_011885,#BEDF7C
onekp_004199,#BEDF7C
onekp_006988,#BEDF7C
onekp_006440,#BEDF7C
onekp_012653,#BEDF7C
onekp_006907,#BEDF7C
onekp_004682,#BEDF7C
onekp_009777,#BEDF7C
onekp_005872,#BEDF7C
onekp_006666,#BEDF7C
onekp_009923,#BEDF7C
onekp_002362,#BEDF7C
onekp_004660,#BEDF7C
onekp_006495,#BEDF7C
onekp_007170,#BEDF7C
onekp_012558,#BEDF7C
onekp_012139,#BEDF7C
onekp_007392,#BEDF7C
onekp_005983,#BEDF7C
onekp_003960,#BEDF7C
onekp_009414,#BEDF7C
onekp_005713,#BEDF7C
onekp_013036,#BEDF7C
onekp_000702,#BEDF7C
onekp_000289,#BEDF7C
onekp_009816,#BEDF7C
onekp_010009,#BEDF7C
onekp_004749,#BEDF7C
onekp_000693,#BEDF7C
onekp_012727,#BEDF7C
onekp_007231,#BEDF7C
onekp_010061,#BEDF7C
onekp_001474,#BEDF7C
onekp_002910,#BEDF7C
onekp_008072,#BEDF7C
onekp_007885,#BEDF7C
onekp_000891,#BEDF7C
onekp_003513,#BEDF7C
onekp_004287,#BEDF7C
onekp_012882,#BEDF7C
onekp_007914,#BEDF7C
onekp_012547,#BEDF7C
onekp_003220,#BEDF7C
onekp_003674,#BEDF7C
onekp_009555,#BEDF7C
onekp_004200,#BEDF7C
onekp_003951,#BEDF7C
onekp_007589,#BEDF7C
onekp_002367,#BEDF7C
onekp_004590,#BEDF7C
onekp_002101,#BEDF7C
onekp_007061,#BEDF7C
onekp_000103,#BEDF7C
onekp_010445,#BEDF7C
onekp_003132,#BEDF7C
onekp_005143,#BEDF7C
onekp_005695,#BEDF7C
onekp_006555,#BEDF7C
onekp_004168,#BEDF7C
onekp_007193,#BEDF7C
onekp_006959,#BEDF7C
onekp_007329,#BEDF7C
onekp_005100,#BEDF7C
onekp_002874,#BEDF7C
onekp_006741,#BEDF7C
onekp_012801,#BEDF7C
onekp_009780,#BEDF7C
onekp_009881,#BEDF7C
onekp_004797,#BEDF7C
onekp_008061,#BEDF7C
onekp_008517,#BEDF7C
onekp_011586,#BEDF7C
onekp_010001,#BEDF7C
onekp_006365,#BEDF7C
onekp_001472,#BEDF7C
onekp_000267,#BEDF7C
onekp_011925,#BEDF7C
onekp_011794,#BEDF7C
onekp_005405,#BEDF7C
onekp_005662,#BEDF7C
onekp_001591,#BEDF7C
onekp_001312,#BEDF7C
onekp_007850,#BEDF7C
onekp_003512,#BEDF7C
onekp_008215,#BEDF7C
onekp_006201,#BEDF7C
onekp_000465,#BEDF7C
onekp_003036,#BEDF7C
onekp_012545,#BEDF7C
onekp_005687,#BEDF7C
onekp_000870,#BEDF7C
onekp_000818,#BEDF7C
onekp_005139,#BEDF7C
onekp_004885,#BEDF7C
onekp_012939,#BEDF7C
onekp_007086,#BEDF7C
onekp_008955,#BEDF7C
onekp_007411,#BEDF7C
onekp_009325,#BEDF7C
onekp_005916,#BEDF7C
onekp_009890,#BEDF7C
onekp_002185,#BEDF7C
onekp_013099,#BEDF7C
onekp_012859,#BEDF7C
onekp_007729,#BEDF7C
onekp_011243,#BEDF7C
onekp_012412,#BEDF7C
onekp_000856,#BEDF7C
onekp_006250,#BEDF7C
onekp_006150,#BEDF7C
onekp_004310,#BEDF7C
onekp_006234,#BEDF7C
onekp_000207,#BEDF7C
onekp_004658,#BEDF7C
onekp_004307,#BEDF7C
onekp_005904,#BEDF7C
onekp_003608,#BEDF7C
onekp_004995,#BEDF7C
onekp_013081,#BEDF7C
onekp_000630,#BEDF7C
onekp_006924,#BEDF7C
onekp_001593,#BEDF7C
onekp_000550,#BEDF7C
onekp_005033,#BEDF7C
onekp_005710,#BEDF7C
onekp_001503,#BEDF7C
onekp_002285,#BEDF7C
onekp_012178,#BEDF7C
onekp_012150,#BEDF7C
onekp_012205,#BEDF7C
onekp_004721,#BEDF7C
onekp_002619,#BEDF7C
onekp_010812,#BEDF7C
onekp_008916,#BEDF7C
onekp_011814,#BEDF7C
onekp_004757,#BEDF7C
onekp_007339,#BEDF7C
onekp_012182,#BEDF7C
onekp_014959,#BEDF7C
onekp_005637,#BEDF7C
onekp_003613,#BEDF7C
onekp_005308,#BEDF7C
onekp_005996,#BEDF7C
onekp_009791,#BEDF7C
onekp_000079,#BEDF7C
onekp_012103,#BEDF7C
onekp_005697,#BEDF7C
onekp_009683,#BEDF7C
onekp_007908,#BEDF7C
onekp_001084,#BEDF7C
onekp_001998,#BEDF7C
onekp_011657,#BEDF7C
onekp_007073,#BEDF7C
onekp_001586,#BEDF7C
onekp_002572,#BEDF7C
onekp_008494,#BEDF7C
onekp_008359,#BEDF7C
onekp_012684,#BEDF7C
onekp_006975,#BEDF7C
onekp_002149,#BEDF7C
onekp_001987,#BEDF7C
onekp_001164,#BEDF7C
onekp_009322,#BEDF7C
onekp_012099,#BEDF7C
onekp_006127,#BEDF7C
onekp_009143,#BEDF7C
onekp_008243,#BEDF7C
onekp_012037,#BEDF7C
onekp_010201,#BEDF7C
onekp_009048,#BEDF7C
onekp_010689,#BEDF7C
onekp_004657,#BEDF7C
onekp_001493,#BEDF7C
onekp_004695,#BEDF7C
onekp_000934,#BEDF7C
onekp_010358,#BEDF7C
onekp_008329,#BEDF7C
onekp_006994,#BEDF7C
onekp_008999,#BEDF7C
onekp_004730,#BEDF7C
onekp_000746,#BEDF7C
onekp_001915,#BEDF7C
onekp_006886,#BEDF7C
onekp_010633,#BEDF7C
onekp_013780,#BEDF7C
onekp_017205,#BEDF7C
onekp_017916,#BEDF7C
onekp_013963,#BEDF7C
onekp_015050,#BEDF7C
phytozome_006473,#BEDF7C
phytozome_003217,#BEDF7C
phytozome_009122,#BEDF7C
phytozome_008656,#BEDF7C
phytozome_013401,#BEDF7C
phytozome_008659,#BEDF7C
phytozome_011337,#BEDF7C
phytozome_001451,#BEDF7C
phytozome_002577,#BEDF7C
phytozome_011784,#BEDF7C
phytozome_003421,#BEDF7C
phytozome_009450,#BEDF7C
phytozome_007773,#BEDF7C
phytozome_008695,#BEDF7C
phytozome_004991,#BEDF7C
phytozome_003929,#BEDF7C
phytozome_001527,#BEDF7C
phytozome_009326,#BEDF7C
phytozome_009417,#BEDF7C
phytozome_000823,#BEDF7C
phytozome_007048,#BEDF7C
phytozome_005514,#BEDF7C
phytozome_001355,#BEDF7C
phytozome_009153,#BEDF7C
phytozome_011922,#BEDF7C
phytozome_007969,#BEDF7C
phytozome_007037,#BEDF7C
phytozome_007064,#BEDF7C
phytozome_009635,#BEDF7C
phytozome_007063,#BEDF7C
phytozome_002661,#BEDF7C
phytozome_004527,#BEDF7C
phytozome_002738,#BEDF7C
phytozome_009145,#BEDF7C
phytozome_001458,#BEDF7C
phytozome_004104,#BEDF7C
phytozome_007970,#BEDF7C
phytozome_006294,#BEDF7C
phytozome_012518,#BEDF7C
phytozome_009132,#BEDF7C
phytozome_001546,#BEDF7C
phytozome_004412,#BEDF7C
phytozome_010449,#BEDF7C
phytozome_004561,#BEDF7C
phytozome_012229,#BEDF7C
phytozome_001689,#BEDF7C
phytozome_009809,#BEDF7C
phytozome_012249,#BEDF7C
phytozome_002156,#BEDF7C
phytozome_005152,#BEDF7C
phytozome_009454,#BEDF7C
phytozome_004340,#BEDF7C
phytozome_001857,#BEDF7C
phytozome_012467,#BEDF7C
phytozome_009963,#BEDF7C
phytozome_005020,#BEDF7C
phytozome_007326,#BEDF7C
phytozome_007053,#BEDF7C
phytozome_013437,#BEDF7C
phytozome_003894,#BEDF7C
phytozome_002969,#BEDF7C
phytozome_006509,#BEDF7C
phytozome_006667,#BEDF7C
phytozome_000554,#BEDF7C
phytozome_009382,#BEDF7C
phytozome_004815,#BEDF7C
phytozome_013070,#BEDF7C
phytozome_006500,#BEDF7C
phytozome_003795,#BEDF7C
phytozome_013105,#BEDF7C
phytozome_008473,#BEDF7C
phytozome_008691,#BEDF7C
phytozome_001711,#BEDF7C
phytozome_010450,#BEDF7C
phytozome_008706,#BEDF7C
phytozome_006827,#BEDF7C
phytozome_006894,#BEDF7C
phytozome_006296,#BEDF7C
phytozome_001243,#BEDF7C
phytozome_013433,#BEDF7C
phytozome_005409,#BEDF7C
phytozome_000752,#BEDF7C
phytozome_009324,#BEDF7C
phytozome_001480,#BEDF7C
phytozome_009350,#BEDF7C
phytozome_009346,#BEDF7C
phytozome_001614,#BEDF7C
phytozome_005967,#BEDF7C
phytozome_005061,#BEDF7C
phytozome_005500,#BEDF7C
phytozome_011455,#BEDF7C
phytozome_007910,#BEDF7C
phytozome_009149,#BEDF7C
phytozome_006642,#BEDF7C
phytozome_010211,#BEDF7C
phytozome_005977,#BEDF7C
phytozome_012300,#BEDF7C
phytozome_002166,#BEDF7C
phytozome_006315,#BEDF7C
phytozome_001588,#BEDF7C
phytozome_006052,#BEDF7C
phytozome_013435,#BEDF7C
phytozome_001720,#BEDF7C
phytozome_008674,#BEDF7C
phytozome_001760,#BEDF7C
phytozome_004638,#BEDF7C
phytozome_013417,#BEDF7C
phytozome_001159,#BEDF7C
phytozome_001234,#BEDF7C
phytozome_002508,#BEDF7C
phytozome_007106,#BEDF7C
phytozome_008573,#BEDF7C
phytozome_001992,#BEDF7C
phytozome_008730,#BEDF7C
phytozome_008841,#BEDF7C
phytozome_011219,#BEDF7C
phytozome_009263,#BEDF7C
phytozome_003404,#BEDF7C
phytozome_001616,#BEDF7C
phytozome_008963,#BEDF7C
phytozome_007077,#BEDF7C
phytozome_005897,#BEDF7C
phytozome_012283,#BEDF7C
phytozome_009387,#BEDF7C
phytozome_012353,#BEDF7C
phytozome_000541,#BEDF7C
phytozome_007087,#BEDF7C
phytozome_005023,#BEDF7C
phytozome_011318,#BEDF7C
phytozome_005616,#BEDF7C
phytozome_012525,#BEDF7C
phytozome_009686,#BEDF7C
phytozome_011355,#BEDF7C
phytozome_008541,#BEDF7C
phytozome_008749,#BEDF7C
phytozome_012993,#BEDF7C
phytozome_008746,#BEDF7C
phytozome_010396,#BEDF7C
phytozome_002568,#BEDF7C
phytozome_006627,#BEDF7C
phytozome_003632,#BEDF7C
phytozome_011987,#BEDF7C
phytozome_002783,#BEDF7C
phytozome_013237,#BEDF7C
phytozome_009462,#BEDF7C
phytozome_000089,#BEDF7C
phytozome_003264,#BEDF7C
phytozome_009091,#BEDF7C
phytozome_003426,#BEDF7C
phytozome_011878,#BEDF7C
phytozome_009483,#BEDF7C
phytozome_008554,#BEDF7C
phytozome_004903,#BEDF7C
phytozome_011012,#BEDF7C
phytozome_008731,#BEDF7C
phytozome_009087,#BEDF7C
phytozome_001516,#BEDF7C
phytozome_007953,#BEDF7C
phytozome_005468,#BEDF7C
phytozome_006092,#BEDF7C
phytozome_001865,#BEDF7C
phytozome_013439,#BEDF7C
phytozome_003282,#BEDF7C
phytozome_009134,#BEDF7C
phytozome_005481,#BEDF7C
phytozome_002499,#BEDF7C
phytozome_011329,#BEDF7C
phytozome_006595,#BEDF7C
phytozome_011467,#BEDF7C
phytozome_009486,#BEDF7C
phytozome_003619,#BEDF7C
phytozome_008747,#BEDF7C
phytozome_009363,#BEDF7C
phytozome_011136,#BEDF7C
phytozome_002422,#BEDF7C
phytozome_009593,#BEDF7C
phytozome_009794,#BEDF7C
phytozome_011334,#BEDF7C
phytozome_004262,#BEDF7C
phytozome_010710,#BEDF7C
phytozome_009287,#BEDF7C
phytozome_006297,#BEDF7C
phytozome_008767,#BEDF7C
phytozome_004378,#BEDF7C
phytozome_005236,#BEDF7C
phytozome_003417,#BEDF7C
phytozome_003866,#BEDF7C
phytozome_005161,#BEDF7C
phytozome_001166,#BEDF7C
phytozome_009941,#BEDF7C
phytozome_004792,#BEDF7C
phytozome_013011,#BEDF7C
phytozome_008754,#BEDF7C
phytozome_001888,#BEDF7C
phytozome_007294,#BEDF7C
phytozome_009104,#BEDF7C
phytozome_011949,#BEDF7C
phytozome_003293,#BEDF7C
phytozome_003669,#BEDF7C
phytozome_005741,#BEDF7C
phytozome_001752,#BEDF7C
phytozome_000793,#BEDF7C
phytozome_008562,#BEDF7C
phytozome_002582,#BEDF7C
phytozome_013404,#BEDF7C
phytozome_011371,#BEDF7C
phytozome_013954,#BEDF7C
phytozome_006663,#BEDF7C
phytozome_002032,#BEDF7C
phytozome_008543,#BEDF7C
phytozome_008451,#BEDF7C
phytozome_005883,#BEDF7C
phytozome_009223,#BEDF7C
phytozome_008693,#BEDF7C
phytozome_002507,#BEDF7C
phytozome_005591,#BEDF7C
phytozome_011385,#BEDF7C
phytozome_012883,#BEDF7C
phytozome_009337,#BEDF7C
phytozome_012341,#BEDF7C
phytozome_005244,#BEDF7C
phytozome_007921,#BEDF7C
phytozome_007464,#C3CAD7
phytozome_007491,#C3CAD7
phytozome_011301,#BEDF7C
phytozome_012991,#BEDF7C
phytozome_007055,#BEDF7C
phytozome_011538,#BEDF7C
phytozome_002163,#BEDF7C
phytozome_001495,#BEDF7C
phytozome_010283,#BEDF7C
phytozome_008492,#BEDF7C
phytozome_012173,#BEDF7C
phytozome_006040,#BEDF7C
phytozome_003913,#BEDF7C
phytozome_001491,#BEDF7C
phytozome_003663,#BEDF7C
phytozome_006311,#BEDF7C
phytozome_009519,#BEDF7C
phytozome_009196,#BEDF7C
phytozome_013492,#BEDF7C
phytozome_003911,#BEDF7C
phytozome_003620,#BEDF7C
phytozome_002384,#BEDF7C
phytozome_008847,#BEDF7C
phytozome_008604,#BEDF7C
phytozome_001656,#BEDF7C
phytozome_012386,#BEDF7C
phytozome_002971,#BEDF7C
phytozome_013496,#BEDF7C
phytozome_007260,#BEDF7C
phytozome_009868,#BEDF7C
phytozome_007228,#BEDF7C
phytozome_010736,#BEDF7C
phytozome_005599,#BEDF7C
phytozome_004539,#BEDF7C
phytozome_012388,#BEDF7C
phytozome_012741,#BEDF7C
phytozome_009860,#BEDF7C
phytozome_009119,#BEDF7C
phytozome_008844,#BEDF7C
phytozome_007092,#BEDF7C
phytozome_009121,#BEDF7C
phytozome_006612,#BEDF7C
phytozome_010465,#BEDF7C
phytozome_012497,#BEDF7C
phytozome_004699,#BEDF7C
phytozome_009463,#BEDF7C
phytozome_002589,#BEDF7C
phytozome_000679,#BEDF7C
phytozome_007194,#BEDF7C
phytozome_005837,#BEDF7C
phytozome_005908,#BEDF7C
phytozome_004987,#BEDF7C
phytozome_011996,#BEDF7C
phytozome_001511,#BEDF7C
phytozome_007826,#BEDF7C
phytozome_006335,#BEDF7C
phytozome_005916,#BEDF7C
phytozome_000218,#BEDF7C
phytozome_012666,#BEDF7C
phytozome_009666,#BEDF7C
phytozome_006095,#BEDF7C
phytozome_010174,#BEDF7C
phytozome_005435,#BEDF7C
phytozome_009891,#BEDF7C
phytozome_012965,#BEDF7C
phytozome_001595,#BEDF7C
phytozome_006887,#BEDF7C
phytozome_012360,#BEDF7C
phytozome_006237,#BEDF7C
phytozome_010967,#BEDF7C
phytozome_001129,#BEDF7C
phytozome_012361,#BEDF7C
phytozome_003125,#BEDF7C
phytozome_011347,#BEDF7C
phytozome_003705,#BEDF7C
phytozome_001843,#BEDF7C
phytozome_000539,#BEDF7C
phytozome_003934,#BEDF7C
phytozome_013443,#BEDF7C
phytozome_008653,#BEDF7C
phytozome_003576,#BEDF7C
phytozome_004494,#BEDF7C
phytozome_008941,#BEDF7C
phytozome_009367,#BEDF7C
phytozome_012978,#BEDF7C
phytozome_009102,#BEDF7C
phytozome_004611,#BEDF7C
phytozome_011336,#BEDF7C
phytozome_005862,#BEDF7C
phytozome_009074,#BEDF7C
phytozome_009729,#BEDF7C
phytozome_006109,#BEDF7C
phytozome_006937,#BEDF7C
phytozome_004898,#BEDF7C
phytozome_007216,#BEDF7C
phytozome_001563,#BEDF7C
phytozome_011614,#BEDF7C
phytozome_005012,#BEDF7C
phytozome_004972,#BEDF7C
phytozome_009159,#BEDF7C
phytozome_011090,#BEDF7C
phytozome_012324,#BEDF7C
phytozome_003830,#BEDF7C
phytozome_003280,#BEDF7C
phytozome_003810,#BEDF7C
phytozome_012664,#BEDF7C
phytozome_004477,#BEDF7C
phytozome_006435,#BEDF7C
phytozome_007962,#BEDF7C
phytozome_001255,#BEDF7C
phytozome_003647,#BEDF7C
phytozome_012309,#BEDF7C
phytozome_003673,#BEDF7C
phytozome_005853,#BEDF7C
phytozome_009170,#BEDF7C
phytozome_006516,#BEDF7C
phytozome_003671,#BEDF7C
phytozome_001006,#BEDF7C
phytozome_012376,#BEDF7C
phytozome_004900,#BEDF7C
phytozome_011430,#BEDF7C
phytozome_004295,#BEDF7C
phytozome_010401,#BEDF7C
phytozome_009124,#BEDF7C
phytozome_011258,#BEDF7C
phytozome_006923,#BEDF7C
phytozome_007012,#BEDF7C
phytozome_005176,#BEDF7C
phytozome_013434,#BEDF7C
phytozome_006949,#BEDF7C
phytozome_008700,#BEDF7C
phytozome_013418,#BEDF7C
phytozome_006503,#BEDF7C
phytozome_004958,#BEDF7C
phytozome_006847,#BEDF7C
phytozome_001257,#BEDF7C
phytozome_009394,#BEDF7C
phytozome_001072,#BEDF7C
phytozome_003616,#BEDF7C
phytozome_003428,#BEDF7C
phytozome_008660,#BEDF7C
phytozome_009791,#BEDF7C
phytozome_003371,#BEDF7C
phytozome_004996,#BEDF7C
phytozome_000662,#BEDF7C
phytozome_014266,#BEDF7C
phytozome_011307,#BEDF7C
phytozome_003429,#BEDF7C
phytozome_006400,#BEDF7C
phytozome_012287,#BEDF7C
phytozome_006562,#BEDF7C
phytozome_006678,#BEDF7C
phytozome_000545,#BEDF7C
phytozome_013269,#BEDF7C
phytozome_011328,#BEDF7C
phytozome_005600,#BEDF7C
phytozome_002158,#BEDF7C
phytozome_007553,#BEDF7C
phytozome_005562,#BEDF7C
phytozome_000468,#BEDF7C
phytozome_009649,#BEDF7C
phytozome_009831,#BEDF7C
phytozome_003495,#BEDF7C
phytozome_006917,#BEDF7C
phytozome_009199,#BEDF7C
phytozome_013343,#BEDF7C
phytozome_001707,#BEDF7C
phytozome_003662,#BEDF7C
phytozome_013426,#BEDF7C
phytozome_010478,#BEDF7C
phytozome_004022,#BEDF7C
phytozome_002494,#BEDF7C
phytozome_009908,#BEDF7C
phytozome_009893,#BEDF7C
phytozome_004376,#BEDF7C
phytozome_011856,#BEDF7C
phytozome_013081,#BEDF7C
phytozome_000726,#BEDF7C
phytozome_002177,#BEDF7C
phytozome_000390,#BEDF7C
phytozome_006656,#BEDF7C
phytozome_006905,#BEDF7C
phytozome_010642,#BEDF7C
phytozome_007946,#BEDF7C
phytozome_000785,#BEDF7C
phytozome_009429,#BEDF7C
phytozome_002169,#BEDF7C
phytozome_010245,#BEDF7C
phytozome_005573,#BEDF7C
phytozome_002505,#BEDF7C
phytozome_009469,#BEDF7C
phytozome_012397,#BEDF7C
phytozome_010285,#BEDF7C
phytozome_003653,#BEDF7C
phytozome_008784,#BEDF7C
phytozome_010701,#BEDF7C
phytozome_004304,#BEDF7C
phytozome_011255,#BEDF7C
phytozome_008001,#BEDF7C
phytozome_010466,#BEDF7C
phytozome_004557,#BEDF7C
phytozome_007163,#BEDF7C
phytozome_004382,#BEDF7C
phytozome_002813,#BEDF7C
phytozome_009805,#BEDF7C
phytozome_006498,#BEDF7C
phytozome_001909,#BEDF7C
phytozome_011920,#BEDF7C
phytozome_013220,#BEDF7C
phytozome_008710,#BEDF7C
phytozome_010440,#BEDF7C
phytozome_004192,#BEDF7C
phytozome_008774,#BEDF7C
phytozome_007351,#BEDF7C
phytozome_010196,#BEDF7C
phytozome_000374,#BEDF7C
phytozome_009746,#BEDF7C
phytozome_001635,#BEDF7C
phytozome_007822,#BEDF7C
phytozome_005040,#BEDF7C
phytozome_008027,#BEDF7C
phytozome_006023,#BEDF7C
phytozome_013493,#BEDF7C
phytozome_006856,#BEDF7C
phytozome_013218,#BEDF7C
phytozome_006300,#BEDF7C
phytozome_010171,#BEDF7C
phytozome_011315,#BEDF7C
phytozome_003648,#BEDF7C
phytozome_011312,#BEDF7C
phytozome_009972,#BEDF7C
phytozome_012169,#BEDF7C
phytozome_012048,#BEDF7C
phytozome_002576,#BEDF7C
phytozome_001576,#BEDF7C
phytozome_006495,#BEDF7C
phytozome_002807,#BEDF7C
phytozome_001052,#BEDF7C
phytozome_001133,#BEDF7C
phytozome_012701,#BEDF7C
phytozome_009902,#BEDF7C
phytozome_013112,#BEDF7C
phytozome_000340,#BEDF7C
phytozome_002174,#BEDF7C
phytozome_001564,#BEDF7C
phytozome_002538,#BEDF7C
phytozome_002626,#BEDF7C
phytozome_004522,#BEDF7C
phytozome_011872,#BEDF7C
phytozome_011311,#BEDF7C
phytozome_011876,#BEDF7C
phytozome_012321,#BEDF7C
phytozome_010279,#BEDF7C
phytozome_006251,#BEDF7C
phytozome_012187,#BEDF7C
phytozome_012371,#BEDF7C
phytozome_003661,#BEDF7C
phytozome_009416,#BEDF7C
phytozome_004891,#BEDF7C
phytozome_003980,#BEDF7C
phytozome_001493,#BEDF7C
phytozome_004982,#BEDF7C
phytozome_000572,#BEDF7C
phytozome_004467,#BEDF7C
phytozome_009106,#BEDF7C
phytozome_010441,#BEDF7C
phytozome_012298,#BEDF7C
phytozome_005373,#BEDF7C
phytozome_009701,#BEDF7C
phytozome_005586,#BEDF7C
phytozome_012245,#BEDF7C
phytozome_007079,#BEDF7C
phytozome_012367,#BEDF7C
phytozome_009086,#BEDF7C
phytozome_002772,#BEDF7C
phytozome_008739,#BEDF7C
phytozome_000119,#BEDF7C
phytozome_002550,#BEDF7C
phytozome_015300,#BEDF7C
phytozome_014140,#BEDF7C
phytozome_014373,#BEDF7C
phytozome_015250,#BEDF7C
phytozome_015180,#BEDF7C
phytozome_013947,#BEDF7C
phytozome_014780,#BEDF7C
phytozome_015255,#BEDF7C
phytozome_015383,#BEDF7C
phytozome_014783,#BEDF7C
phytozome_014172,#BEDF7C
phytozome_013622,#BEDF7C
phytozome_015244,#BEDF7C
phytozome_013645,#BEDF7C
phytozome_015272,#BEDF7C
phytozome_013829,#BEDF7C
phytozome_014093,#BEDF7C
phytozome_015295,#BEDF7C
phytozome_014103,#BEDF7C
phytozome_013953,#BEDF7C
phytozome_015090,#BEDF7C
phytozome_013826,#BEDF7C
tsa_056330,#94CCFC
tsa_054910,#BEDF7C
tsa_021120,#FF9481
tsa_004309,#BEDF7C
tsa_030411,#BEDF7C
tsa_020744,#BEDF7C
tsa_011327,#BEDF7C
tsa_057860,#BEDF7C
tsa_023959,#BEDF7C
tsa_010114,#94CCFC
tsa_009147,#BEDF7C
tsa_048952,#FF9536
tsa_055824,#FF9536
tsa_037147,#BEDF7C
tsa_004118,#BEDF7C
tsa_005256,#94CCFC
tsa_010088,#94CCFC
tsa_039271,#BEDF7C
