DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,superkingdom unchar
COLOR,#2E2D97
COLOR_BRANCHES,1
STRIP_WIDTH,50
DATA
bfd_002179,#C3CAD7
bfd_056612,#BF8F6B
bfd_005988,#FF9481
bfd_024743,#C3CAD7
bfd_035135,#BF8F6B
bfd_029258,#BF8F6B
bfd_030397,#BF8F6B
bfd_076410,#BF8F6B
bfd_071876,#BF8F6B
bfd_065485,#FF9481
bfd_047913,#C3CAD7
bfd_020597,#C3CAD7
bfd_005970,#C3CAD7
bfd_010508,#BF8F6B
bfd_166010,#BF8F6B
bfd_168051,#BF8F6B
bfd_200565,#BF8F6B
bfd_146429,#C3CAD7
bfd_008883,#BF8F6B
bfd_057459,#FF9481
bfd_075086,#BF8F6B
bfd_023798,#BF8F6B
bfd_064900,#BF8F6B
bfd_048628,#995FBC
bfd_010270,#BF8F6B
bfd_077228,#BF8F6B
bfd_039081,#BF8F6B
bfd_004761,#C3CAD7
bfd_006076,#BF8F6B
bfd_108759,#BF8F6B
bfd_032732,#BF8F6B
bfd_002907,#C3CAD7
bfd_069175,#BF8F6B
bfd_019261,#BF8F6B
bfd_058949,#BF8F6B
bfd_004940,#C3CAD7
bfd_037350,#BF8F6B
bfd_018261,#BF8F6B
bfd_094896,#BF8F6B
bfd_013330,#C3CAD7
bfd_014814,#BF8F6B
bfd_050695,#BF8F6B
bfd_072206,#BF8F6B
bfd_075256,#BF8F6B
bfd_063356,#BF8F6B
bfd_009234,#C3CAD7
bfd_037194,#C3CAD7
bfd_071757,#BF8F6B
bfd_013447,#BF8F6B
bfd_020705,#BF8F6B
bfd_003774,#C3CAD7
bfd_109455,#BF8F6B
bfd_247450,#FF9536
bfd_068793,#BF8F6B
bfd_004905,#BF8F6B
bfd_006672,#C3CAD7
bfd_000940,#C3CAD7
bfd_001612,#BF8F6B
bfd_040172,#C3CAD7
bfd_030532,#BF8F6B
bfd_047370,#BF8F6B
bfd_041441,#C3CAD7
bfd_022561,#BF8F6B
bfd_052352,#C3CAD7
bfd_021434,#BF8F6B
bfd_126980,#C3CAD7
bfd_093225,#BF8F6B
bfd_085946,#BF8F6B
bfd_060677,#BF8F6B
bfd_040106,#C3CAD7
bfd_035168,#C3CAD7
bfd_033883,#C3CAD7
bfd_072802,#BF8F6B
bfd_064463,#BF8F6B
bfd_002466,#BF8F6B
bfd_009769,#C3CAD7
bfd_007656,#BF8F6B
bfd_017865,#BF8F6B
bfd_077237,#C3CAD7
bfd_001653,#C3CAD7
bfd_040791,#BF8F6B
bfd_004649,#995FBC
bfd_015125,#BF8F6B
bfd_062067,#BF8F6B
bfd_069653,#BF8F6B
bfd_128142,#C3CAD7
bfd_002228,#BEDF7C
bfd_025478,#BF8F6B
bfd_039408,#C3CAD7
bfd_052307,#C3CAD7
bfd_110362,#BF8F6B
bfd_122383,#BF8F6B
bfd_010204,#C3CAD7
bfd_037328,#BF8F6B
bfd_007069,#BF8F6B
bfd_011921,#C3CAD7
bfd_064075,#BF8F6B
bfd_030647,#BF8F6B
bfd_029325,#BF8F6B
bfd_011166,#C3CAD7
bfd_045595,#995FBC
bfd_012497,#995FBC
bfd_026724,#BEDF7C
bfd_001723,#995FBC
bfd_000026,#C3CAD7
bfd_014284,#BF8F6B
bfd_064409,#BF8F6B
bfd_000425,#C3CAD7
bfd_078127,#BF8F6B
bfd_037274,#BF8F6B
bfd_052878,#BF8F6B
bfd_012902,#BF8F6B
bfd_083574,#BF8F6B
bfd_096908,#BF8F6B
bfd_050458,#BF8F6B
bfd_001757,#995FBC
bfd_001592,#BF8F6B
bfd_017755,#BF8F6B
bfd_057207,#BF8F6B
bfd_081600,#BF8F6B
bfd_017858,#C3CAD7
bfd_058060,#C3CAD7
bfd_035317,#995FBC
bfd_005558,#BF8F6B
bfd_057255,#FF9481
bfd_196553,#BF8F6B
bfd_012871,#C3CAD7
bfd_094698,#BF8F6B
bfd_043729,#BF8F6B
bfd_014019,#BF8F6B
bfd_030691,#BF8F6B
bfd_023336,#BF8F6B
bfd_059412,#995FBC
bfd_050281,#BF8F6B
bfd_078808,#BF8F6B
bfd_062748,#BF8F6B
bfd_105134,#C3CAD7
bfd_001863,#94CCFC
bfd_075473,#C3CAD7
bfd_033860,#995FBC
bfd_012419,#BF8F6B
bfd_001724,#C3CAD7
bfd_045114,#BF8F6B
bfd_170761,#BF8F6B
bfd_036057,#BF8F6B
bfd_004636,#995FBC
bfd_036902,#995FBC
bfd_057445,#BF8F6B
bfd_011128,#BF8F6B
bfd_052870,#995FBC
bfd_097008,#BF8F6B
bfd_005743,#C3CAD7
bfd_017114,#BF8F6B
bfd_008788,#BF8F6B
bfd_021667,#C3CAD7
bfd_159696,#C3CAD7
bfd_000848,#C3CAD7
bfd_050444,#BF8F6B
bfd_167151,#BF8F6B
bfd_172218,#BF8F6B
bfd_016786,#995FBC
bfd_052920,#C3CAD7
bfd_067363,#BF8F6B
bfd_059865,#BF8F6B
bfd_082434,#BF8F6B
bfd_021610,#C3CAD7
bfd_030375,#C3CAD7
bfd_089638,#BF8F6B
bfd_134209,#BF8F6B
bfd_213793,#C3CAD7
bfd_004839,#BF8F6B
bfd_005476,#C3CAD7
bfd_067594,#C3CAD7
bfd_064393,#BF8F6B
bfd_035076,#BF8F6B
bfd_023062,#BF8F6B
bfd_015209,#BF8F6B
bfd_062672,#BF8F6B
bfd_041161,#BF8F6B
bfd_003377,#995FBC
bfd_074786,#BF8F6B
bfd_040514,#BF8F6B
bfd_035511,#BF8F6B
bfd_079047,#C3CAD7
bfd_080475,#BF8F6B
bfd_059367,#BF8F6B
bfd_051702,#BF8F6B
bfd_000771,#BF8F6B
bfd_056786,#BF8F6B
bfd_077218,#BF8F6B
bfd_000173,#C3CAD7
bfd_000489,#C3CAD7
bfd_005747,#BF8F6B
bfd_012081,#BF8F6B
bfd_015624,#C3CAD7
bfd_004443,#BF8F6B
bfd_123208,#C3CAD7
bfd_038335,#BF8F6B
bfd_037619,#BF8F6B
bfd_065111,#BF8F6B
bfd_084720,#995FBC
bfd_013407,#BF8F6B
bfd_026111,#BF8F6B
bfd_086475,#BF8F6B
bfd_057239,#BF8F6B
bfd_016529,#BF8F6B
bfd_111790,#BF8F6B
bfd_002464,#BF8F6B
bfd_000605,#C3CAD7
bfd_000527,#C3CAD7
bfd_059940,#BF8F6B
bfd_000508,#C3CAD7
bfd_010787,#BF8F6B
bfd_016952,#BF8F6B
bfd_000928,#C3CAD7
bfd_096416,#BF8F6B
bfd_045827,#BF8F6B
bfd_039680,#BF8F6B
bfd_040617,#BF8F6B
bfd_089619,#BF8F6B
bfd_098266,#BF8F6B
bfd_060752,#BF8F6B
bfd_023041,#BF8F6B
bfd_027590,#BF8F6B
bfd_110404,#C3CAD7
bfd_040702,#BF8F6B
bfd_002489,#BF8F6B
bfd_052446,#BF8F6B
bfd_086214,#BF8F6B
bfd_047583,#BF8F6B
bfd_044846,#BF8F6B
bfd_038755,#BF8F6B
bfd_009468,#C3CAD7
bfd_043950,#BF8F6B
bfd_123173,#BF8F6B
bfd_115468,#C3CAD7
bfd_006849,#995FBC
bfd_078745,#C3CAD7
bfd_062502,#BF8F6B
bfd_007186,#BF8F6B
bfd_067228,#C3CAD7
bfd_047300,#BF8F6B
bfd_223500,#FF9481
bfd_090845,#BF8F6B
bfd_001529,#BF8F6B
bfd_012671,#BF8F6B
bfd_009073,#BF8F6B
bfd_003290,#C3CAD7
bfd_064879,#995FBC
bfd_045380,#BF8F6B
bfd_057624,#BF8F6B
bfd_071212,#BF8F6B
bfd_023668,#BF8F6B
bfd_003224,#C3CAD7
bfd_084773,#C3CAD7
bfd_051834,#995FBC
bfd_061657,#BF8F6B
bfd_004075,#C3CAD7
bfd_008604,#BF8F6B
bfd_015568,#BF8F6B
bfd_025943,#BF8F6B
bfd_098453,#BF8F6B
bfd_065109,#BF8F6B
bfd_001166,#C3CAD7
bfd_037491,#BF8F6B
bfd_073049,#BF8F6B
bfd_001191,#C3CAD7
bfd_050291,#BF8F6B
bfd_021409,#BF8F6B
bfd_088806,#BF8F6B
bfd_008317,#C3CAD7
bfd_016447,#C3CAD7
bfd_030700,#BF8F6B
bfd_269374,#C3CAD7
bfd_000643,#C3CAD7
bfd_069000,#C3CAD7
bfd_053894,#BF8F6B
bfd_012736,#BF8F6B
bfd_047498,#BF8F6B
bfd_005315,#BF8F6B
bfd_033995,#C3CAD7
bfd_077107,#BF8F6B
bfd_080243,#BF8F6B
bfd_036096,#BF8F6B
bfd_176176,#C3CAD7
bfd_006614,#C3CAD7
bfd_057361,#BF8F6B
bfd_011158,#BF8F6B
bfd_047693,#BF8F6B
bfd_010710,#BF8F6B
bfd_057693,#BF8F6B
bfd_064491,#BF8F6B
bfd_000177,#C3CAD7
bfd_048238,#BF8F6B
bfd_061349,#BF8F6B
bfd_000757,#995FBC
bfd_165174,#BF8F6B
bfd_001488,#BF8F6B
bfd_081978,#C3CAD7
bfd_048635,#995FBC
bfd_097266,#C3CAD7
bfd_081558,#BF8F6B
bfd_026001,#BF8F6B
bfd_003839,#BF8F6B
bfd_096906,#995FBC
bfd_014051,#BF8F6B
bfd_059730,#C3CAD7
bfd_021578,#BF8F6B
bfd_020057,#BF8F6B
bfd_064198,#C3CAD7
bfd_054235,#BF8F6B
bfd_007818,#C3CAD7
bfd_009369,#BF8F6B
bfd_027098,#C3CAD7
bfd_047344,#FF9536
bfd_101001,#BF8F6B
bfd_000645,#C3CAD7
bfd_013673,#BF8F6B
bfd_124676,#995FBC
bfd_028359,#C3CAD7
bfd_029718,#C3CAD7
bfd_036516,#BF8F6B
bfd_001778,#C3CAD7
bfd_028703,#BF8F6B
bfd_003822,#C3CAD7
bfd_032623,#995FBC
bfd_034623,#FF9536
bfd_126993,#C3CAD7
bfd_008063,#C3CAD7
bfd_074925,#BF8F6B
bfd_008518,#995FBC
bfd_089877,#BF8F6B
bfd_123305,#C3CAD7
bfd_035810,#995FBC
bfd_048979,#BF8F6B
bfd_081893,#BF8F6B
bfd_005424,#C3CAD7
bfd_003244,#C3CAD7
bfd_028211,#BF8F6B
bfd_047463,#BF8F6B
bfd_001411,#BF8F6B
bfd_127078,#C3CAD7
bfd_020593,#BF8F6B
bfd_019257,#C3CAD7
bfd_241559,#BF8F6B
bfd_045591,#BF8F6B
bfd_069584,#BF8F6B
bfd_051352,#C3CAD7
bfd_004400,#BF8F6B
bfd_034101,#BF8F6B
bfd_030688,#BF8F6B
bfd_009047,#BF8F6B
bfd_047142,#BF8F6B
bfd_091269,#BF8F6B
bfd_071787,#BF8F6B
bfd_000543,#C3CAD7
bfd_018606,#C3CAD7
bfd_003400,#995FBC
bfd_077262,#BF8F6B
bfd_005429,#BF8F6B
bfd_122282,#BF8F6B
bfd_069494,#BF8F6B
bfd_125171,#94CCFC
bfd_126730,#94CCFC
bfd_009155,#BF8F6B
bfd_000378,#C3CAD7
bfd_025997,#BF8F6B
bfd_074936,#BF8F6B
bfd_001535,#BF8F6B
bfd_061185,#BF8F6B
bfd_122672,#BF8F6B
bfd_009815,#BF8F6B
bfd_002941,#995FBC
bfd_069602,#BF8F6B
bfd_041740,#BF8F6B
bfd_082179,#BF8F6B
bfd_017434,#BF8F6B
bfd_120803,#BF8F6B
bfd_021060,#995FBC
bfd_040363,#BF8F6B
bfd_081383,#BF8F6B
bfd_024077,#BF8F6B
bfd_011852,#BF8F6B
bfd_067117,#995FBC
bfd_029987,#BF8F6B
bfd_008065,#BF8F6B
bfd_028127,#BF8F6B
bfd_075540,#BF8F6B
bfd_021925,#FF9481
bfd_028736,#BF8F6B
bfd_036353,#BF8F6B
bfd_069662,#BF8F6B
bfd_018309,#BF8F6B
bfd_008269,#C3CAD7
bfd_062738,#C3CAD7
bfd_031555,#BF8F6B
bfd_059883,#BF8F6B
bfd_061880,#C3CAD7
bfd_043409,#BF8F6B
bfd_052315,#BF8F6B
bfd_118385,#BF8F6B
bfd_015615,#BF8F6B
bfd_029263,#BF8F6B
bfd_161194,#BF8F6B
bfd_035577,#BF8F6B
bfd_003783,#C3CAD7
bfd_002791,#C3CAD7
bfd_013852,#BF8F6B
bfd_038159,#C3CAD7
bfd_024303,#BF8F6B
bfd_004314,#995FBC
bfd_006402,#BF8F6B
bfd_073016,#995FBC
bfd_052997,#BF8F6B
bfd_005944,#BF8F6B
bfd_000648,#995FBC
bfd_081455,#BF8F6B
bfd_022671,#BF8F6B
bfd_065431,#BF8F6B
bfd_113241,#BF8F6B
bfd_021631,#BF8F6B
bfd_034046,#BF8F6B
bfd_001149,#C3CAD7
bfd_043827,#BF8F6B
bfd_007358,#C3CAD7
bfd_025987,#BF8F6B
bfd_009438,#C3CAD7
bfd_028828,#BF8F6B
bfd_049545,#BF8F6B
bfd_019817,#BF8F6B
bfd_063109,#995FBC
bfd_000296,#C3CAD7
bfd_026247,#BF8F6B
bfd_008895,#C3CAD7
bfd_060203,#BF8F6B
bfd_021938,#BF8F6B
bfd_005577,#C3CAD7
bfd_008555,#BF8F6B
bfd_019590,#C3CAD7
bfd_007021,#BF8F6B
bfd_006128,#BF8F6B
bfd_061599,#BF8F6B
bfd_023060,#BF8F6B
bfd_116083,#BF8F6B
bfd_059973,#BF8F6B
bfd_020137,#BF8F6B
bfd_018657,#BF8F6B
bfd_083758,#BF8F6B
bfd_011573,#BF8F6B
bfd_067455,#BF8F6B
bfd_000731,#995FBC
bfd_026113,#BF8F6B
bfd_039520,#BF8F6B
bfd_057823,#BF8F6B
bfd_031885,#BF8F6B
bfd_213639,#995FBC
bfd_079228,#995FBC
bfd_058306,#BF8F6B
bfd_054134,#BF8F6B
bfd_000377,#C3CAD7
bfd_020928,#BF8F6B
bfd_064809,#995FBC
bfd_015539,#BF8F6B
bfd_000626,#C3CAD7
bfd_087574,#BF8F6B
bfd_005217,#BF8F6B
bfd_022481,#BF8F6B
bfd_036022,#BF8F6B
bfd_019031,#BF8F6B
bfd_044843,#BF8F6B
bfd_000197,#995FBC
bfd_004517,#C3CAD7
bfd_054066,#BF8F6B
bfd_031359,#C3CAD7
bfd_101898,#BF8F6B
bfd_003742,#C3CAD7
bfd_033258,#C3CAD7
bfd_126952,#C3CAD7
bfd_104851,#BF8F6B
bfd_067885,#C3CAD7
bfd_010228,#BF8F6B
bfd_014095,#BF8F6B
bfd_003248,#C3CAD7
bfd_013574,#BF8F6B
bfd_122426,#BF8F6B
bfd_003976,#BF8F6B
bfd_009017,#C3CAD7
bfd_001506,#BF8F6B
bfd_126742,#BF8F6B
bfd_000446,#C3CAD7
bfd_032246,#BF8F6B
bfd_005618,#BF8F6B
bfd_018968,#BF8F6B
bfd_003776,#C3CAD7
bfd_038325,#BF8F6B
bfd_009698,#C3CAD7
bfd_001288,#C3CAD7
bfd_068697,#BF8F6B
bfd_030663,#BF8F6B
bfd_097291,#C3CAD7
bfd_216122,#BF8F6B
bfd_008116,#BF8F6B
bfd_027237,#BF8F6B
bfd_079671,#BF8F6B
bfd_032857,#BF8F6B
bfd_029688,#C3CAD7
bfd_031797,#BF8F6B
bfd_060409,#BF8F6B
bfd_008151,#BF8F6B
bfd_064287,#BF8F6B
bfd_056854,#BF8F6B
bfd_078975,#BF8F6B
bfd_040320,#BF8F6B
bfd_001343,#C3CAD7
bfd_050459,#BF8F6B
bfd_066340,#BF8F6B
bfd_025811,#C3CAD7
bfd_137826,#C3CAD7
bfd_218193,#FF9481
bfd_022557,#C3CAD7
bfd_030319,#BF8F6B
bfd_003310,#BF8F6B
bfd_065063,#BF8F6B
bfd_126995,#C3CAD7
bfd_022985,#BF8F6B
bfd_151604,#BF8F6B
bfd_038849,#BF8F6B
bfd_023021,#BF8F6B
bfd_098470,#BF8F6B
bfd_071382,#C3CAD7
bfd_051833,#995FBC
bfd_037435,#BF8F6B
bfd_120321,#BF8F6B
bfd_023889,#BF8F6B
bfd_067844,#BF8F6B
bfd_122666,#BF8F6B
bfd_039376,#BF8F6B
bfd_007081,#C3CAD7
bfd_092707,#C3CAD7
bfd_014124,#BF8F6B
bfd_012035,#BF8F6B
bfd_038897,#BF8F6B
bfd_076807,#BF8F6B
bfd_009768,#BF8F6B
bfd_039395,#BF8F6B
bfd_035468,#FF9536
bfd_122011,#C3CAD7
bfd_059502,#BF8F6B
bfd_057933,#BF8F6B
bfd_002231,#BF8F6B
bfd_045108,#BF8F6B
bfd_072381,#C3CAD7
bfd_011106,#C3CAD7
bfd_084625,#BF8F6B
bfd_063560,#BF8F6B
bfd_040178,#BF8F6B
bfd_059466,#C3CAD7
bfd_000098,#995FBC
bfd_040751,#BF8F6B
bfd_005817,#BF8F6B
bfd_138566,#BF8F6B
bfd_004010,#BF8F6B
bfd_130263,#BF8F6B
bfd_052758,#BF8F6B
bfd_060031,#BF8F6B
bfd_025355,#BF8F6B
bfd_009217,#BF8F6B
bfd_024560,#C3CAD7
bfd_092805,#995FBC
bfd_012101,#C3CAD7
bfd_000241,#C3CAD7
bfd_061884,#C3CAD7
bfd_016618,#C3CAD7
bfd_055125,#BF8F6B
bfd_009495,#995FBC
bfd_006229,#BF8F6B
bfd_008319,#C3CAD7
bfd_008754,#BF8F6B
bfd_098050,#BF8F6B
bfd_096133,#BEDF7C
bfd_019259,#BF8F6B
bfd_161529,#BF8F6B
bfd_006210,#BF8F6B
bfd_014169,#C3CAD7
bfd_061867,#BF8F6B
bfd_001601,#BF8F6B
bfd_020945,#BF8F6B
bfd_038854,#BF8F6B
bfd_110408,#995FBC
bfd_059689,#BF8F6B
bfd_037643,#C3CAD7
bfd_035568,#C3CAD7
bfd_030012,#BF8F6B
bfd_024563,#BF8F6B
bfd_041560,#BF8F6B
bfd_030527,#BF8F6B
bfd_018396,#BF8F6B
bfd_190494,#FF9481
bfd_096290,#C3CAD7
bfd_031175,#BF8F6B
bfd_083897,#BF8F6B
bfd_002000,#995FBC
bfd_004611,#C3CAD7
bfd_027015,#BF8F6B
bfd_004247,#C3CAD7
bfd_046019,#BF8F6B
bfd_028081,#BF8F6B
bfd_061325,#C3CAD7
bfd_215111,#BF8F6B
bfd_012960,#BF8F6B
bfd_021623,#BF8F6B
bfd_015261,#C3CAD7
bfd_011815,#BF8F6B
bfd_059932,#BF8F6B
bfd_045356,#C3CAD7
bfd_265527,#BF8F6B
bfd_020073,#BF8F6B
bfd_088803,#BF8F6B
bfd_100243,#BF8F6B
bfd_004826,#BF8F6B
bfd_037354,#BF8F6B
bfd_017638,#BF8F6B
bfd_009497,#BF8F6B
bfd_024436,#BF8F6B
bfd_033794,#995FBC
bfd_000395,#C3CAD7
bfd_009129,#C3CAD7
bfd_016502,#BF8F6B
bfd_040248,#BF8F6B
bfd_064485,#C3CAD7
bfd_036806,#C3CAD7
bfd_001294,#BF8F6B
bfd_025189,#BF8F6B
bfd_075486,#BF8F6B
bfd_040182,#C3CAD7
bfd_001538,#C3CAD7
bfd_004158,#BF8F6B
bfd_029266,#BF8F6B
bfd_035119,#BF8F6B
bfd_016225,#BF8F6B
bfd_024360,#BF8F6B
bfd_035261,#BF8F6B
bfd_116382,#BF8F6B
bfd_007181,#BF8F6B
bfd_022186,#BF8F6B
bfd_085201,#BF8F6B
bfd_001905,#BF8F6B
bfd_034282,#995FBC
bfd_036861,#BF8F6B
bfd_056725,#BF8F6B
bfd_064197,#C3CAD7
bfd_067558,#995FBC
bfd_026574,#BF8F6B
bfd_079317,#BF8F6B
bfd_122494,#BF8F6B
bfd_022444,#BEDF7C
bfd_148848,#BF8F6B
bfd_074955,#BF8F6B
bfd_031369,#BF8F6B
bfd_003866,#C3CAD7
bfd_066351,#BF8F6B
bfd_067214,#BF8F6B
bfd_012678,#C3CAD7
bfd_028880,#C3CAD7
bfd_269290,#BF8F6B
bfd_037652,#BF8F6B
bfd_128037,#995FBC
bfd_014961,#BF8F6B
bfd_037495,#C3CAD7
bfd_082168,#BF8F6B
bfd_013544,#995FBC
bfd_013995,#BF8F6B
bfd_000388,#C3CAD7
bfd_046369,#BF8F6B
bfd_041730,#BF8F6B
bfd_027183,#BF8F6B
bfd_119454,#C3CAD7
bfd_076750,#BF8F6B
bfd_005411,#BF8F6B
bfd_000363,#C3CAD7
bfd_035536,#BF8F6B
bfd_032437,#BF8F6B
bfd_088481,#BF8F6B
bfd_005576,#C3CAD7
bfd_017642,#C3CAD7
bfd_010122,#C3CAD7
bfd_049906,#BF8F6B
bfd_014840,#C3CAD7
bfd_026321,#BF8F6B
bfd_065038,#BF8F6B
bfd_000365,#C3CAD7
bfd_009499,#C3CAD7
bfd_060876,#BF8F6B
bfd_005968,#BF8F6B
bfd_043606,#BF8F6B
bfd_076366,#BF8F6B
bfd_122330,#BF8F6B
bfd_051186,#BF8F6B
bfd_012223,#BF8F6B
bfd_170780,#2E2D97
bfd_046912,#995FBC
bfd_077557,#BF8F6B
bfd_037093,#BF8F6B
bfd_025958,#995FBC
bfd_035945,#BF8F6B
bfd_081072,#BF8F6B
bfd_034071,#BF8F6B
bfd_018276,#C3CAD7
bfd_188737,#BF8F6B
bfd_000841,#C3CAD7
bfd_000240,#C3CAD7
bfd_081266,#BF8F6B
bfd_012869,#BF8F6B
bfd_104804,#BF8F6B
bfd_073035,#BF8F6B
bfd_009812,#BF8F6B
bfd_023084,#BF8F6B
bfd_000406,#C3CAD7
bfd_042449,#BF8F6B
bfd_050713,#C3CAD7
bfd_004132,#BF8F6B
bfd_170353,#BF8F6B
bfd_124930,#C3CAD7
bfd_018210,#BF8F6B
bfd_008852,#BF8F6B
bfd_034423,#BF8F6B
bfd_035137,#BF8F6B
bfd_013580,#C3CAD7
bfd_103867,#BF8F6B
bfd_020081,#BF8F6B
bfd_004603,#FF9536
bfd_126800,#BF8F6B
bfd_029381,#C3CAD7
bfd_020493,#BF8F6B
bfd_028841,#BF8F6B
bfd_061292,#BF8F6B
bfd_138486,#C3CAD7
bfd_014267,#C3CAD7
bfd_210037,#FF9536
bfd_128050,#BF8F6B
bfd_091206,#BF8F6B
bfd_060352,#C3CAD7
bfd_095573,#BF8F6B
bfd_095291,#BF8F6B
bfd_050551,#995FBC
bfd_002031,#BF8F6B
bfd_109243,#BF8F6B
bfd_043621,#BF8F6B
bfd_021063,#C3CAD7
bfd_036475,#C3CAD7
bfd_061935,#BF8F6B
bfd_006005,#C3CAD7
bfd_004211,#C3CAD7
bfd_054052,#BF8F6B
bfd_001596,#C3CAD7
bfd_012436,#BF8F6B
bfd_041406,#BF8F6B
bfd_126974,#C3CAD7
bfd_070316,#BF8F6B
bfd_071054,#995FBC
bfd_139496,#C3CAD7
bfd_017620,#BF8F6B
bfd_001984,#BF8F6B
bfd_018962,#BF8F6B
bfd_067851,#BF8F6B
bfd_057441,#BF8F6B
bfd_007587,#FF9481
bfd_006192,#995FBC
bfd_045610,#C3CAD7
bfd_028204,#C3CAD7
bfd_213795,#C3CAD7
bfd_037015,#C3CAD7
bfd_185423,#BF8F6B
bfd_010373,#BF8F6B
bfd_091197,#BEDF7C
bfd_014780,#BF8F6B
bfd_004086,#BF8F6B
bfd_052513,#BF8F6B
bfd_055313,#BF8F6B
bfd_095433,#BF8F6B
bfd_021439,#BF8F6B
bfd_014751,#C3CAD7
bfd_141109,#BF8F6B
bfd_032625,#BF8F6B
bfd_066358,#BF8F6B
bfd_028365,#BF8F6B
bfd_035554,#C3CAD7
bfd_037029,#BF8F6B
bfd_000590,#C3CAD7
bfd_010404,#C3CAD7
bfd_005609,#C3CAD7
bfd_067115,#995FBC
bfd_036439,#C3CAD7
bfd_062757,#BF8F6B
bfd_011393,#C3CAD7
bfd_005962,#BF8F6B
bfd_047745,#C3CAD7
bfd_031763,#BF8F6B
bfd_007880,#C3CAD7
bfd_033841,#BF8F6B
bfd_048249,#BF8F6B
bfd_079276,#BF8F6B
bfd_029816,#BF8F6B
bfd_175970,#BF8F6B
bfd_097994,#BF8F6B
bfd_016760,#BF8F6B
bfd_084064,#BF8F6B
bfd_107884,#BF8F6B
bfd_000526,#C3CAD7
bfd_024255,#BF8F6B
bfd_007412,#BF8F6B
bfd_012186,#C3CAD7
bfd_019143,#BF8F6B
bfd_047310,#BF8F6B
bfd_057252,#C3CAD7
bfd_010117,#C3CAD7
bfd_009404,#BF8F6B
bfd_084719,#995FBC
bfd_034390,#BF8F6B
bfd_023073,#BF8F6B
bfd_009094,#995FBC
bfd_054393,#BF8F6B
bfd_213641,#995FBC
bfd_016935,#BF8F6B
bfd_047676,#C3CAD7
bfd_194419,#BF8F6B
bfd_009334,#BF8F6B
bfd_078968,#C3CAD7
bfd_047156,#BF8F6B
bfd_013066,#995FBC
bfd_015461,#C3CAD7
bfd_048198,#BF8F6B
bfd_036653,#BF8F6B
bfd_023914,#BF8F6B
bfd_006443,#BF8F6B
bfd_078783,#BF8F6B
bfd_020818,#BF8F6B
bfd_052680,#BF8F6B
bfd_255063,#C3CAD7
bfd_015419,#BF8F6B
bfd_027348,#BF8F6B
bfd_097303,#BF8F6B
bfd_036821,#BF8F6B
bfd_059056,#C3CAD7
bfd_126956,#C3CAD7
bfd_028819,#BF8F6B
bfd_002305,#BF8F6B
bfd_122019,#BF8F6B
bfd_014563,#BF8F6B
bfd_023611,#BF8F6B
bfd_062746,#C3CAD7
bfd_102443,#BF8F6B
bfd_125160,#995FBC
bfd_003178,#BF8F6B
bfd_058081,#C3CAD7
bfd_063178,#BF8F6B
bfd_049066,#BF8F6B
bfd_071751,#BF8F6B
bfd_154265,#BF8F6B
bfd_004758,#C3CAD7
bfd_030091,#995FBC
bfd_114591,#BF8F6B
bfd_038864,#BF8F6B
bfd_047150,#BF8F6B
bfd_059928,#BF8F6B
bfd_039363,#995FBC
bfd_067017,#BF8F6B
bfd_001895,#C3CAD7
bfd_013828,#BF8F6B
bfd_007057,#995FBC
bfd_056389,#995FBC
bfd_017489,#BF8F6B
bfd_012142,#995FBC
bfd_022613,#C3CAD7
bfd_089603,#BF8F6B
bfd_025935,#BF8F6B
bfd_060815,#BF8F6B
bfd_048005,#BF8F6B
bfd_054273,#995FBC
bfd_060898,#BF8F6B
bfd_055192,#BF8F6B
bfd_009224,#995FBC
bfd_001137,#C3CAD7
bfd_003382,#2E2D97
bfd_009108,#C3CAD7
bfd_006133,#BF8F6B
bfd_003182,#BF8F6B
bfd_045397,#C3CAD7
bfd_061301,#995FBC
bfd_004330,#BF8F6B
bfd_079755,#BF8F6B
bfd_077597,#BF8F6B
bfd_048582,#C3CAD7
bfd_056515,#BF8F6B
bfd_154732,#995FBC
bfd_079902,#C3CAD7
bfd_085589,#BF8F6B
bfd_016420,#C3CAD7
bfd_036121,#BF8F6B
bfd_058139,#BF8F6B
bfd_000970,#C3CAD7
bfd_028449,#BF8F6B
bfd_032444,#BF8F6B
bfd_136263,#C3CAD7
bfd_071499,#C3CAD7
bfd_049627,#BF8F6B
bfd_057514,#BF8F6B
bfd_024272,#C3CAD7
bfd_022244,#BF8F6B
bfd_040292,#BF8F6B
bfd_025252,#C3CAD7
bfd_030100,#BF8F6B
bfd_018875,#BF8F6B
bfd_061584,#BF8F6B
bfd_029850,#BF8F6B
bfd_081700,#C3CAD7
bfd_036504,#BF8F6B
bfd_028597,#BF8F6B
bfd_049451,#995FBC
bfd_056801,#C3CAD7
bfd_108124,#C3CAD7
bfd_016478,#2E2D97
bfd_038374,#BF8F6B
bfd_029598,#BF8F6B
bfd_046796,#BF8F6B
bfd_011605,#C3CAD7
bfd_031164,#BF8F6B
bfd_006290,#C3CAD7
bfd_001140,#C3CAD7
bfd_068976,#BF8F6B
bfd_010870,#BF8F6B
bfd_060906,#BF8F6B
bfd_073950,#BF8F6B
bfd_015703,#BF8F6B
bfd_047420,#BF8F6B
bfd_064602,#995FBC
bfd_025746,#BF8F6B
bfd_029992,#BF8F6B
bfd_106438,#BF8F6B
